investorid,investorname,companyid
1008,Walden Venture Capital,354
1009,Global Catalyst Partnera,354
1010,Accel,355
1011,Passion Capital,355
1012,Balderton Capital,355
1013,L Capital Partners,356
1014,RRE Ventures,357
1015,Tiger Global,357
1016,August Capital,357
1017,Accel Partners,358
1018,Index Ventures,358
1019,Insight Venture Partners,358
1020,Zheshang Venture Capital,359
1021,GP Capital,359
1022,Western Capital Management,359
1023,Y Combinator,360
1024,Matrix Partners,360
1025,Benchmark,360
1026,Andreessen Horowitz,361
1027,SoftBank Group,361
1028,Temasek Holdings,361
1029,Toyota Motor Corporation,362
1030,Mizuho Financial Group,362
1031,FANUC,362
1032,Pitango Venture Capital,363
1033,DFJ Growth Fund,363
1034,Foundry Group,363
1035,Sequoia Capital China,364
1036,China Construction Bank,364
1037,Bank of China,364
1038,Insight Venture Partners,365
1039,TPG Growth,365
1040,Sound Ventures,365
1041,Insight Partners,366
1042,TPG Alternative & Renewable Technologies,366
1043,Ireland Strategic Investment Fund,366
1044,Qiming Venture Partners,367
1045,Capital Today,367
1046,General Atlantic,367
1047,Nexus Venture Partners,368
1048,Tenaya Capital,368
1049,Sequoia Capital,368
1050,GGV Capital,369
1051,IDG Capital,369
1052,Linear Venture,369
1053,Magma Venture Partners,370
1054,Pitango Venture Capital,370
1055,Qumra Capital,370
1056,Bertelsmann Asia Investments,371
1057,GGV Capital,371
1058,Morningside Venture Capital,371
1059,Viola Ventures,372
1060,Dell Technologies Capital,372
1061,Bain Capital Ventures,372
1062,Matrix Partners China,373
1063,Eastern Bell Capital,373
1064,Hongtai Capital Holdings,373
1065,Blackrock,374
1066,capitalG,374
1067,World Lab Innovation,374
1068,Caffeinated Capital,375
1069,Obvious Ventures,375
1070,Venrock,375
1071,Blackstone,376
1072,Jerusalem Venture Partners,377
1073,Israel Growth Partners,377
1074,Insight Partners,377
1075,Tiantu Capital,378
1076,CMB International Capital,378
1077,Vision Knight Capital,378
1078,Qiming Venture Partners,379
1079,Kleiner Perkins Caufield & Byers,379
1080,OrbiMed Advisors,379
1081,Highland Capital Partners,380
1082,Oak HC/FT Partners,380
1083,Emergence Capital Partners,380
1084,Tomales Bay Capital,381
1085,Bain & Company,381
1086,General Catalyst,381
1087,Index Ventures,382
1088,Creandum,382
1089,Accel,382
1090,Meritech Capital Partners,383
1091,Tiger Global Management,383
1092,Spectrum Equity,383
1093,Matrix Partners China,384
1094,Sequoia Capital China,384
1095,Genesis Capital,384
1096,next47,385
1097,MaC Venture Capital,385
1098,FinVC,385
1099,CRV,386
1100,Blue Cloud Ventures,386
1101,Index Ventures,386
1102,Alta Ventures Mexico,387
1103,General Atlantic,387
1104,SoftBank Group,387
1105,Qualcomm Ventures,388
1106,SoftBank Group. Monashees+,388
1107,Insight Partners,389
1108,Tiger Global Management,389
1109,Gradient Ventures,389
1110,Oak HC/FT Partners,390
1111,GF Investments,390
1112,Harvey Golub Family Office,390
1113,A&NN,391
1114,Rusnano,391
1115,Tencent Holdings,392
1116,5Y Capital,392
1117,Sequoia Capital China,392
1118,Andreessen Horowitz,393
1119,Caffeinated Capital,393
1120,SciFi VC,393
1121,Upfront Ventures,394
1122,Tao Capital Partners,394
1123,Andreessen Horowitz,394
1124,Sequoia Capital China,395
1125,Source Code Capital,395
1126,Redpoint Ventures China,395
1127,Ignition Partners,396
1128,Formation 8,396
1129,CRV,396
1130,Japan Post Capital,397
1131,Globis Capital Partners,397
1132,Atomico,397
1133,Accel,398
1134,D1 Capita Partners,398
1135,Greenoaks Capital Management,398
1136,Rethink Impact,399
1137,Work-Bench,399
1138,RRE Ventures,399
1139,Northern Light Venture Capital,400
1140,Xiaomi,400
1141,FutureX Capital,400
1142,None,401
1143,Benchmark,402
1144,Altimeter Capital,402
1145,Quiet Capital,402
1146,Obvious Ventures,403
1147,Qualcomm Ventures,403
1148,Andreessen Horowitz,403
1149,Northzone Ventures,404
1150,White Star Capital,404
1151,Novator Partners,404
1152,Institutional Venture Partners,405
1153,Atomico,405
1154,Earlybird Venture Capital,405
1155,Lightspeed Venture Partners,406
1156,Almaz Capital Partners,406
1157,Altimeter Capital,406
1158,Insight Partners,407
1159,Warburg Pincus,407
1160,Ayala Corporation,407
1161,Undisclosed,408
1162,Gauss Ventures,410
1163,Ventura Capital,410
1164,dmg ventures,410
1165,ClalTech,411
1166,Vertex Ventures,411
1167,Oryzn Capital,411
1168,Sequoia Capital,412
1169,Paradigm,412
1170,Pantera Capital,412
1171,8VC,413
1172,Activant Capital,413
1173,GLP Capital Partners,413
1174,Khosla Ventures,414
1175,Green Innovations,414
1176,Founders Fund,414
1177,SoftBank Group,415
1178,Maverick Capital,415
1179,Breega Capital,416
1180,Iris Capital,416
1181,360 Capital Partners,416
1182,Lightspeed Venture Partners,417
1183,Redpoint Ventures,417
1184,Norwest Venture Partners,417
1185,DCM Ventures,418
1186,IDG Capital,418
1187,Siam Commercial Bank,418
1188,Blackstone,419
1189,Bessemer Venture Partners,419
1190,Trustbridge Partners,420
1191,Hony Capital,420
1192,IDG Capital,420
1193,JTC Group,421
1194,Qatar Investment Authority,421
1195,Fidelity Investment,421
1196,Square Peg Capital,422
1197,TDM Growth Partners,422
1198,Tiger Global Management,422
1199,FirstMark Capital,423
1200,Tiger Global Management,423
1201,ICONIQ Capital,423
1202,Point72 Ventures,424
1203,Pelion Venture Partners,424
1204,Commerce Ventures,424
1205,Venrock,425
1206,CVF Capital Partners,425
1207,ARCH Venture Partners,425
1208,Tiger Global Management,426
1209,Sequoia Capital India,426
1210,Ribbit Capital,426
1211,Automobile Industry Guidance Fund,427
1212,Sequoia Capital,428
1213,Insight Venture Partners,429
1214,Lowercase Capital,429
1215,Polaris Partners,429
1216,Founders Fund,430
1217,Khosla Ventures,430
1218,Goldman Sachs,430
1219,Fashion Tech Lab,431
1220,Fidelity Investments,431
1221,Vast Ventures,431
1222,Google Ventures,432
1223,Kleiner Perkins Caufield & Byers,432
1224,Stripes Group,432
1225,Viola Ventures,433
1226,Insight Partners,433
1227,ClalTech,433
1228,Goldman Sachs,433
1229,SOSV,434
1230,Khosla Ventures,434
1231,Lerer Hippeau,434
1232,Jiangsu Sha Steel Group,435
1233,Shanghai Puyin Industry,435
1234,Funa Yuanchuang Technology,435
1235,Blumberg Capital,436
1236,American Express Ventures,436
1237,BDC Venture Capital,436
1238,General Catalyst,437
1239,Eleation Capital,437
1240,Avenir Growth Capital,437
1241,YL Ventures,438
1242,Redpoint Ventures,438
1243,GGV Capital,438
1244,The Carlyle Group,439
1245,CVC Capital Partners,439
1246,Redpoint Ventures,440
1247,QiMing Venture Partners,440
1248,Chengwei Capital,440
1249,Thrive Capital,441
1250,Tiger Global Management,441
1251,Temasek,441
1252,Tao Capital Partners,442
1253,Global Asset Capital,442
1254,Tiger Global Management,442
1255,Alta Partners,443
1256,Questa Capital,443
1257,Echo Health Venturesl,443
1258,Insight Partners,444
1259,Sequoia Capital,444
1260,Index Ventures,444
1261,Threshold Ventures,445
1262,Baseline Ventures,445
1263,Harrison Metal,445
1264,Eurazeo,446
1265,IDInvest Partners,446
1266,Balderton Capital,446
1267,DataTribe,447
1268,Energy Impact Partners,447
1269,AllegisCyber Capital,447
1270,Crosslink Capital,448
1271,.406 Ventures,448
1272,Sapphire Ventures,448
1273,Nexus Venture Partners,449
1274,Transamerica Ventures,449
1275,Crane Venture Partners,449
1276,Greycroft,450
1277,Lerer Hippeau,450
1278,Geekdom Fund,450
1279,Gobi Partners,451
1280,500 Startups,451
1281,Ondine Capital,451
1282,Index Ventures,452
1283,Kleiner Perkins Caufield & Byers,452
1284,Bessemer Venture Partners,452
1285,SoftBank Group,453
1286,Access Industries,453
1287,Crossbeam Venture Partners,453
1288,Index Ventures,454
1289,Temasek,454
1290,Portag3 Ventures,454
1291,Salesforce Ventures,455
1292,Seedcamp,455
1293,OMERS Ventures,455
1294,Bessemer Venture Partners,456
1295,Eight Roads Ventures,456
1296,Battery Ventures,456
1297,Carsales,457
1298,Boxin Capital,458
1299,DT Capital Partners,458
1300,IDG Capital,458
1301,Alta Partners,459
1302,General Catalyst,459
1303,Jove Equity Partners,459
1304,Alpha Wave Global,460
1305,Matrix Partners India,460
1306,Tiger Global Management,460
1307,Yabeo Capital,461
1308,SBI Investment,461
1309,Vulcan Capital,461
1310,TPG Growth,462
1311,Goldman Sachs,462
1312,People Electrical Appliance Group China,463
1313,Zhongrong International Trust,463
1314,next47,464
1315,First Round Capital,464
1316,Sequoia Capital,464
1317,Sequoia Capital,465
1318,Bain Capital Ventures,465
1319,enaya Capital,465
1320,Mayfield Fund,466
1321,Shasta Ventures,466
1322,L Catterton,466
1323,OMERS Private Equity,467
1324,T. Rowe Price,467
1325,Technology Crossover Ventures,467
1326,Blackbird Ventures,468
1327,IndexVentures,468
1328,Tiger Global Management,468
1329,GreatPoint Ventures,469
1330,Meritech Capital Partners,469
1331,PayPal Ventures,469
1332,Technology Crossover Ventures,470
1333,Accel,470
1334,Aker,470
1335,March Capital Partners,471
1336,HOF Capital,471
1337,Emergence Capital Partners,471
1338,BEENEXT,472
1339,World Innovation Lab,472
1340,Light Street Capital,472
1341,Andreessen Horowitz,473
1342,Coatue Management,473
1343,Clocktower Technology Ventures,473
1344,Zeev Ventures,474
1345,"Menlo Ventures,Crosslink Capital",474
1346,Initialized Capital,475
1347,Sound Ventures,475
1348,TI Platform Management,475
1349,Insight Venture Partners,476
1350,ICONIQ Capital,476
1351,Launchpad Venture Group,476
1352,QED Investors,477
1353,DST Global,477
1354,Left Lane Capital,477
1356,Ajinomoto,478
1357,Guozhong Venture Capital Management,479
1358,Shenzhen Capital Group,479
1359,Oriental Fortune Capital,479
1360,Propel Venture Partners,480
1361,Monashees+,480
1362,BBVA,480
1363,Centurium Capital,481
1364,Cedarlake Capital,481
1365,Unicom Innovation Venture Capital,481
1366,Sequoia Capital China,482
1367,Warburg Pincus,482
1368,IDG Capital,482
1369,Kleiner Perkins Caufield & Byers,483
1370,Sequoia Capital,483
1371,General Catalyst,483
1372,China Creation Ventures,484
1373,Sierra Ventures,484
1374,Xingwang Investment Management,484
1375,Sequoia Capital,485
1376,General Atlantic,485
1377,GGV Capital,486
1378,QiMing Venture Partnersl,486
1379,Warburg Pincus,487
1380,Aviation Industry Corporation of China,487
1381,Volkswagen,488
1382,Access Industries,488
1383,Vostok New Ventures,488
1384,Alibaba Group,489
1385,China Everbright Investment Management,489
1386,Yinxinggu Capital,489
1387,Morningside Ventures,490
1388,Capital Today,490
1389,JOY Capital,490
1390,Legend Capital,491
1391,CDH Investments,491
1392,Sequoia Capital China,491
1393,Source Code Capital,492
1394,Meituan Dianping,492
1395,Tencent Holdings,492
1396,SoftBank Group,493
1397,New Enterprise Associates,494
1398,Founders Fund,494
1399,Google Ventures,494
1400,Jackson Square Ventures,495
1401,Madrone Capital Partners,495
1402,Sequoia Capital,495
1403,Norwest Venture Partners,496
1404,Accel,496
1405,Tiger Global Management,496
1406,Max Ventures,497
1407,Mangrove Capital Partners,497
1408,14W,497
1409,Moonshots Capital,498
1410,BoxGroup,498
1411,Blu Venture Investors,498
1412,Sequoia Capital,499
1413,Y Combinator,499
1414,F-Prime Capital,499
1415,Deciens Capital,500
1416,Bezos Expeditions,500
1417,500 Startups,500
1418,Digital Currency Group,501
1419,Draper Esprit,501
1420,Korelya Capital,501
1421,Source Code Capital,503
1422,Coatue Management,503
1423,DCM Ventures,503
1424,Redpoint Ventures,504
1425,Providence Equity Partners,504
1426,Silversmith Capital Partners,504
1427,Mayfield Fund,505
1428,Insight Partners,505
1429,Rembrandt Venture Partners,505
1430,Kaszek Ventures,506
1431,SOSV,506
1432,Tiger Global Management,506
1433,Felicis Ventures,507
1434,Index Ventures,507
1435,Blackbird Ventures,507
1436,Insight Partners,508
1437,Coinbase Ventures,508
1438,PayPal Ventures,508
1439,Global Founders Capital,509
1440,Shea Ventures,509
1441,Greycroft,509
1442,VGames,510
1443,Lakestar,510
1444,Galaxy Interactive,510
1445,Scale Venture Partners,511
1446,Sapphire Ventures,511
1447,Battery Ventures,511
1448,Coatue Management,512
1449,Index Ventures,512
1450,Founders Fund,512
1451,Y Combinator,513
1452,Andreessen Horowitz,513
1453,Wonder Ventures,513
1454,Ant Group,514
1455,Charoen Pokphand Group,514
1456,Bow Wave Capital,514
1457,Spark Capital,515
1458,Google Ventures,515
1459,CRE Venture Capital,515
1460,Nyca Partners,516
1461,Index Ventures,516
1462,Technology Crossover Ventures,516
1463,Insight Partners,517
1464,Softbank Group,517
1465,Connect Ventures,517
1466,Insight Partners,518
1467,Kibo Ventures,518
1468,Bessemer Venture Partners,518
1469,Accomplice,519
1470,Polychain Capital,519
1471,GoldenTree Asset Management,519
1473,ION Crossover Partners,520
1474,Chiratae Ventures,521
1475,Accel,521
1476,Kalaari Capital,521
1477,Fifty Years Fund,522
1478,Refactor Capital,522
1479,Temasek,522
1480,BNP Paribas,523
1481,Goldman Sachs,523
1482,Google,523
1483,Redpoint e.ventures,524
1484,Valor Capital Group,524
1485,SoftBank Latin America Fund,524
1486,Brighton Park Capital,525
1487,Blue Cloud Ventures,525
1488,Workday Ventures,525
1489,Accel,526
1490,Benchmark,526
1491,SV Angel,526
1492,Samsung Ventures,527
1493,SingulariTeam,527
1494,BP Ventures,527
1495,L Catterton,528
1496,Franklin Templeton,528
1497,First Light Capital Group,528
1498,Index Ventures,529
1499,Eight Roads Ventures,529
1500,General Atlantic,529
1501,Accel,530
1502,Institutional Venture Partners,530
1503,Tiger Global Management,530
1504,Sequoia Capital,531
1505,General Catalyst,531
1506,	Human Capital,531
1507,Kalaari Capital,532
1508,Norwest Venture Partners,532
1509,Prosus Ventures,532
1510,General Catalyst,533
1511,Origin Ventures,533
1512,Fontinalis Partners,533
1513,Amplify Partners,534
1514,Addition,534
1515,Madrona Venture Group,534
1516,Redpoint Ventures,908
1517,Norwest Venture Partners,908
1518,Sierra Ventures,908
1519,Eastern Bell Capital,536
1520,Capital Today,536
1521,Longzhu Capital,536
1522,China Grand Prosperity Investment,537
1523,CSC Group,537
1524,Baidu,538
1525,Tencent Holdings,538
1526,Ding Xiang Capital,539
1527,New Hope Fund,539
1528,Sino-Ocean Capital,539
1529,Taigang Venture Capital,540
1530,General Atlantic,541
1531,Sodexo Ventures,542
1532,SoftBank Group,542
1533,Left Lane Capital,543
1534,Clocktower Technology Ventures,543
1535,Jump Capital,543
1536,Slow Ventures,544
1537,Andreessen Horowitz,544
1538,SoftBank Group,544
1539,"Temasek,	BUILD Capital Partners",545
1540,	Northzone Ventures,545
1541,Index Ventures,546
1542,Thrive Capital,546
1543,Bain Capital Ventures,546
1544,Kickstart Fund,547
1545,General Catalyst,547
1546,Drive Capital,547
1547,Initialized Capital,548
1548,Canaan Partners,548
1549,Sound Ventures,548
1550,Bonfire Ventures,549
1551,Two Sigma Ventures,549
1552,FJ Labs,549
1553,Andreessen Horowitz,550
1554,Initialized Capital,550
1555,TriplePoint Capital,550
1556,Newion Partners,551
1557,SmartFin Capital,551
1558,OMERS Ventures,551
1559,March Capital Partners,552
1560,Temasek,552
1561,Doha Venture Capital,552
1562,TLV Partners,553
1563,Zeev Ventures,553
1564,Bessemer Venture Partners,553
1565,New Enterprise Associates,554
1566,Tiger Global management,554
1567,Tencent,554
1568,Phoenix New Media,555
1569,Tianjin Haihe Industry Fund,555
1570,Seaya Ventures,556
1571,Otter Rock Capital,556
1572,Rakuten,556
1573,Eastern Bell Capital,557
1574,SF Holding Co,557
1575,STO Express,557
1576,Orange Digital Ventures,558
1577,Access Industries,558
1578,Global Founders Capital,559
1579,Comcast Ventures,559
1580,Forerunner Ventures,559
1581,New Enterprise Associates,560
1582,CRV,560
1583,Index Ventures,560
1584,EQT Partners,561
1585,Blackstone,561
1586,Bessemer Venture Partners,562
1587,Vintage Investment Partners,562
1588,Blumberg Capital,562
1589,Sequoia Capital India,563
1590,Lightbox Ventures,563
1591,Coatue Management,563
1592,Sequoia Capital India,564
1593,Tiger Global Management,564
1594,Tencent,564
1595,Goodwater Capital,565
1596,Entree Capital,565
1597,Valar Ventures,565
1598,Sierra Ventures,566
1599,AXA Venture Partners,566
1600,Sigma Prime Ventures,566
1601,Helion Venture Partners,567
1602,Tiger Global management,567
1603,CRV,567
1604,Signal Peak Ventures,568
1605,Owl Ventures,568
1606,Jump Capital,568
1607,Refactor Capital,569
1608,Andreessen Horowitz,569
1609,Fifty Years Fund,569
1610,BlackRock,570
1611,Tengelmann Ventures,570
1612,Holtzbrinck Ventures,570
1613,Simon Equity Partners,571
1614,Wavemaker Partners,571
1615,Anthem Venture Partners,571
1616,Innovation Endeavors,572
1617,s28 Capital,572
1618,Lightspeed Venture Partners,572
1619,Y Combinator,573
1620,S Capital,573
1621,Tenaya Capital,573
1622,Lightspeed Venture Partners,574
1623,Access Industries,574
1624,Eldridge,574
1625,DESUN Capital,575
1626,Yunfeng Capital,575
1627,Meridian Capital,575
1628,Sequoia Capital China,576
1629,Goldman Sachs,576
1630,Matrix Partners China,576
1631,Green Pine Capital Partners,577
1632,Ivy Capital,577
1633,DCM Ventures,577
1634,Lightspeed Venture Partners,578
1635,Khosla Ventures,578
1636,Munich Re Ventures,578
1637,Bessemer Venture Partners,579
1638,Eniac Ventures,579
1639,Canapi Ventures,579
1640,8VC,580
1641,Bedrock Capital,580
1642,Broom Ventures,580
1643,Menlo Ventures,581
1644,Resolute Ventures,581
1645,IA Ventures,581
1646,Marchmont Ventures,582
1647,BMW i Ventures,582
1648,Index Ventures,582
1649,Atinum Investment,583
1650,Company K Partners,583
1651,GIC,583
1652,Kleiner Perkins Caufield & Byers,584
1653,Comcast Ventures,584
1654,Insight Partners,584
1655,MHS Capital,585
1656,NextView Ventures,585
1657,Mayfield Fund,585
1658,Advantech Capital,586
1659,Temasek Holdings Ltd.,586
1660,Tiantu Capital Co.,586
1661,SC.Holdings,587
1662,Not Boring Capital,587
1663,Bolt Ventures,587
1664,Qiming Venture Partners,588
1665,China Internet Investment Fund,588
1666,Qualcomm Ventures,588
1667,ARCH Venture Partners,589
1668,Ally Bridge Group,589
1669,BlueCross BlueShield Venture Partners,590
1670,US Venture Partners,590
1671,None,591
1672,York Capital Management,592
1673,GE Healthcare,592
1674,Koch Disruptive Technologies,592
1675,Goldman Sachs,593
1676,Highland Capital Partners,594
1677,Next Coast Ventures,594
1678,SoGal Ventures,594
1679,Coatue Management,595
1680,H Capital,595
1681,Capital Today,595
1682,N5 Capital,596
1683,CR Capital Mgmt,596
1684,JD Digits,596
1685,Insight Partners,597
1686,Silversmith Capital Partners,597
1687,Spotify,597
1688,Kaszek Ventures,598
1689,QED Investors,598
1690,International Finance Corporation,598
1691,Bessemer Venture Partners,599
1692,Menlo Ventures,599
1693,Anthermis,599
1694,SignalFire,600
1695,GLP Capital Partners,600
1696,Google Ventures,600
1697,Lightspeed Venture Partners,601
1698,Dell Technologies Capital,601
1699,Wipro Ventures,601
1700,Liberty City Ventures,602
1701,Soros Fund Management,602
1702,Summer Capital,602
1703,LocalGlobe,603
1704,Kinnevik,603
1705,Felix Capital,603
1706,Left Lane Capital,604
1707,Walden Venture Capital,604
1708,Zeev Ventures,605
1709,GSV Ventures,605
1710,Initialized Capital,606
1711,General Catalyst,606
1712,Kraken Ventures,606
1713,Chromo Invest,607
1714,Maersk Growth,607
1715,BlackRock,607
1716,UNITY VENTURES,608
1717,Qiming Venture Partners,608
1718,GGV Capital,608
1719,Social Capital,609
1720,Bessemer Venture Partners,609
1721,FirstMark Capital,610
1722,Tiger Global Management,610
1723,Mitsubishi Corporation,611
1724,Mayfair Equity Partners,611
1725,IDG Capital,612
1726,Gaocheng Capital,612
1727,Chuanrong Capital,612
1728,BOLDstart Ventures,613
1729,SAP.iO Fund,613
1730,Scale Venture Partners,613
1731,Sequoia Capital China,614
1732,CMC Capital Partners,614
1733,Tencent Holdings,614
1734,Passion Capital,615
1735,Hedosophia,615
1736,	Outrun Ventures,615
1737,Andreessen Horowitz,616
1738,Prosus Ventures,616
1739,Thrive Capital,616
1740,Javelin Venture Partners,617
1741,Struck Capital,617
1742,Alumni Ventures Group,617
1743,Dila Capital,618
1744,Framework Ventures,618
1745,3L,618
1746,Andreessen Horowitz,619
1747,Bessemer Venture Partners,619
1748,Coatue Management,619
1749,Tencent Holdings,620
1750,Tiger Global Management,620
1751,Global Founders Capital,620
1752,Madrona Venture Group,621
1753,Banner Ventures,621
1754,FJ Labs,621
1755,Sequoia Capital,622
1756,Y Combinator,622
1757,Accel,622
1758,TSG Consumer Partners,623
1759,Crowdcube,623
1760,Tencent Holdings,624
1761,Delta Capital,624
1762,Redpoint Ventures China,624
1763,Nextech Invest,625
1764,Casdin Capital,625
1765,Google Ventures,625
1766,Trane Technologies,626
1767,Honeywell,626
1768,Shunwei Capital Partners,627
1769,5Y Capital,627
1770,Legend Capital,627
1771,Cool Japan Fund,628
1772,JAFCO,628
1773,The Carlyle Group,628
1774,Wamda Capital,629
1775,Endeavor,629
1776,Riverwood Capital,629
1777,Alibaba Group,630
1778,KKR,630
1779,Goldman Sachs,630
1780,Forerunner Ventures,631
1781,Institutional Venture Partners,631
1782,Thrive Capital,631
1783,ICG,632
1784,Madrona Venture Group,633
1785,Kleiner Perkins Caufield & Byers,633
1786,Highland Capital Partners,633
1787,Georgian Partners,634
1788,Silver Lake,634
1789,Presidio Ventures,634
1790,Accel,635
1791,Greycroft,635
1792,Advancit Capital,635
1793,Vertex Ventures Israel,636
1794,Bessemer Venture Partners,636
1795,Emerge,636
1796,Speedinvest,637
1797,Valar Ventures,637
1798,Uniqa Ventures,637
1799,Source Code Capital,638
1800,XVC Venture Capital,638
1801,Hillhouse Capital Management,638
1802,Sequoia Capital China,639
1803,Lenovo Capital and Incubator,639
1804,Group GSR Ventures,639
1805,SWaN & Legend Ventures,640
1806,Revolution Growth,640
1807,Invus Group,640
1808,IA Ventures,641
1809,Khosla Ventures,641
1810,AME Cloud Ventures,641
1811,Version One Ventures,642
1812,Bessemer Venture Partners,642
1813,FirstMark Capital,642
1814,Flagship Pioneering,643
1815,Alexandria Venture Investments,643
1816,Investment Corporation of Dubai,643
1817,Costanoa Ventures,644
1818,Data Collective,644
1819,Salesforce Ventures,644
1820,Cherry Ventures,645
1821,Northzone Ventures,645
1822,Global Founders Capital,645
1823,IDG Capital,646
1824,ZhenFund,646
1825,Sequoia Capital China,646
1826,Partech Partners,647
1827,Index Ventures,647
1828,Quadrille Capital,647
1829,Newpath Partners,648
1830,Google Ventures,648
1831,F-Prime Capital,648
1832,Polaris Partners,649
1833,Insight Partners,649
1834,Norwest Venture Partners,649
1835,Qualcomm Ventures,650
1836,Accel,650
1837,Canaan Partners,650
1838,Qualcomm Ventures,651
1839,Accel,651
1840,Canaan Partners,651
1841,RPM Ventures,652
1842,Inspiration Ventures,652
1843,Carrick Capital Partners,652
1844,Kinnevik,653
1845,Softbank Group,653
1846,Prosus Ventures,653
1847,Pantera Capital,654
1848,Polychain Capital,654
1849,Lightspeed Venture Partners,654
1850,Insight Partners,655
1851,Salesforce Ventures,655
1852,Perpetual Investors,655
1853,Accel,656
1854,Greylock Partners,656
1855,Meritech Capital Partners,656
1856,Sequoia Capital India,657
1857,Hillhouse Capital Management,657
1858,Sunley House Capital Management,657
1859,L'Occitane,658
1860,Trifecta Capital,658
1861,Bessemer Venture Partners,658
1862,Craft Ventures,659
1863,Caffeinated Capital,659
1864,Operator Collective,659
1865,Sequoia Capital India,660
1866,Hummingbird Ventures,660
1867,Epiq Capital,660
1868,GGV Capital,661
1869,Tiger Global Management,661
1870,Greycroft,661
1871,SoftBank Latin America Fund,662
1872,Advent International,662
1873,Balderton Capital,662
1874,Mayfield,663
1875,Madrona Venture Group,663
1876,Tiger Global Management,663
1877,Advent International,664
1878,Battery Ventures,664
1879,Sequoia Capital Israel,664
1880,Paradigm,665
1881,Andreessen Horowitz,665
1882,Jump Capital,665
1883,Jungle Ventures,666
1884,Helion Venture Partners,666
1885,INGKA Investments,666
1886,Norwest Venture Partners,667
1887,Investcorp,667
1888,Blackstone,667
1889,FirstMark Capital,668
1890,Tiger Global Management,668
1891,FTX Venture,668
1892,Accel,669
1893,Y Combinator,669
1894,Amasia,669
1895,Matrix Partners,670
1896,Lightspeed Venture Partners,670
1897,Verizon Ventures,670
1898,CDIB Capital,671
1899,Russia-China Investment Fund,672
1900,Tencent Holdings,672
1901,Sequoia Capital China,672
1902,Sequoia Capital China,673
1903,Qiming Venture Partners,673
1904,Tencent Holdings,673
1905,Source Code Capital,674
1906,Global Logistic Properties,674
1907,K2VC,674
1908,Kleiner Perkins Caufield & Byers,675
1909,Afore Capital,675
1910,Founders Fund,675
1911,Goodwater Capital,676
1912,Floodgate,676
1913,Founders Fund,676
1914,Qiming Venture Partners,677
1915,Yaxia Automobile,677
1916,Far East Horizon,677
1917,IDG Capital,678
1918,"Bank Of China Group Investment,",678
1919,SDIC CMC Investment Management,678
1920,Advent International,679
1921,Pelion Venture Partners,680
1922,Foundation Capital,680
1923,Thoma Bravo,680
1924,Pelion Venture Partners,681
1925,Foundation Capital,681
1926,Thoma Bravo,681
1927,Venrock,682
1928,Innovation Endeavors,682
1929,Insights Partners,682
1930,FirstMark Capital,683
1931,Anthemis,683
1932,CMFG Ventures,683
1933,BPI France,684
1934,Kerala Ventures,684
1935,Accel,684
1936,Dynamo VC,685
1937,Susa Ventures,685
1938,Founders Fund,685
1939,China Reform Fund,686
1940,Gaopeng Capital,686
1941,Jinhui Xingye,686
1942,Draper Fisher Jurtson,687
1943,Qualcomm Ventures,687
1944,Alibaba Group,687
1945,Mithril,688
1946,iNovia Capital,688
1947,Foundry Group,688
1948,Tiantu Capital,689
1949,SAIF Partners China,689
1950,Newsion Venture Capital,689
1951,KKR,690
1952,TowerBrook Capital Partners,690
