investorid,investorname,companyid
1953,Khosla Ventures,691
1954,Horizons Ventures,691
1955,Founders Fund,691
1956,Spark Capital,692
1957,Highland Europe,692
1958,Sunstone Capital,692
1959,Ardian,693
1960,Tiger Global Management,693
1961,KKR,693
1962,Opus Capital,694
1963,Genesis Partners,694
1964,Battery Ventures,694
1965,The Carlyle Group,695
1966,Accelm Scania Growth Capital,696
1967,Lakestar,696
1968,Auriga,697
1969,Galeo Ventures,697
1970,Highland Europe,697
1971,LocalGlobe,698
1972,Balderton Capital,698
1973,Target Global,698
1974,Thrive Capital,699
1975,Khosla Ventures,699
1976,Tiger Global Management,699
1977,Zeev Ventures,700
1978,Group11,700
1979,Chicago Ventures,700
1980,Pritzker Group Venture Capital,701
1981,Accel,701
1982,Hyde Park Venture Partners,701
1983,Glory Ventures,702
1984,Maniv Mobility,702
1985,GGV Capital,703
1986,Lightspeed Venture Partners,703
1987,ICONIQ Capital,703
1988,Polychain Capital,704
1989,Coinbase Ventures,704
1990,Jump Capital,704
1991,None,705
1992,Sequoia Capital India,706
1993,Rocketship.vc,706
1994,Lightspeed India Partners,706
1995,8VC,707
1996,Norwest Venture Partners,707
1997,Tiger Global Management,707
1998,HV Capital,708
1999,Softbank Group,708
2000,BlackRock,708
2001,Intact Ventures,709
2002,Munich Re Ventures,709
2003,General Atlantic,709
2004,M13,710
2005,Lightspeed Venture Partners,710
2007,"Mangrove Capital Partners,14W. ForgeLight",711
2008,Khosla Ventures,712
2009,General Catalyst,712
2010,Blumberg Capital,712
2011,Foundation Capital,713
2012,	Frontier Ventures,713
2013,AltaIR Capital,713
2014,Chiratae Ventures,714
2015,SoftBank Group,714
2016,Trifecta Capital,714
2017,WestBridge Capital,715
2018,GSV Ventures,715
2019,Elevar Equity,715
2020,Edison Partners,716
2021,Georgian Partners,716
2022,VentureLink,716
2023,New Enterprise Associates,717
2024,Koch Disruptive Technologies,717
2025,Evolution Equity Partners,717
2026,Beijing Juneng Hesheng Industry Investment Fund,718
2027,Beijing Shuju Xinrong Fund,718
2028,Shenzhen Capital Group,719
2029,Robert Bosch Venture Capital,719
2030,SeptWolves Ventures,719
2031,Goldman Sachs,720
2032,Leonardo DiCaprio,720
2033,Promecap,720
2034,Inflexion Private Equity,721
2035,SAIF Partners India,722
2036,Warburg Pincus,722
2037,Trifecta Capital Advisors,722
2038,Fireside Ventures,723
2039,Sequoia Capital India,723
2040,Stellaris Venture Partners,723
2041,Sequoia Capital China,724
2042,Rich Land Capital,724
2043,Merrysunny Wealth,724
2044,New Enterprise Associates,725
2045,Greylock Partners,725
2046,Andreessen Horowitz,725
2047,FundersClub,726
2048,Y Combinator,726
2049,Tiger Global Management,726
2050,Founders Fund,727
2051,Upfront Ventures,727
2052,	01 Advisors,727
2053,Bain Capital Tech Opportunities,728
2054,Andreessen Horowitz,728
2055,Sequoia Capital,728
2056,Lindeman Asia Investment,729
2057,Nichi-Iko Pharmaceutical,729
2058,Intel Capital,730
2059,Aviv Venture Capital,730
2060,Sequoia Capital China,731
2061,Gopher Asset Management,731
2062,Shanghai Electric Group,731
2063,Accel Partners,732
2064,Greylock Partners,732
2065,Lowercase Capital,732
2066,SoftBankGroup,733
2067,Blackrock,733
2068,Alibaba Group,733
2069,Matrix Partners,734
2070,Passport Capital,734
2071,Rho Ventures,734
2072,Kleiner Perkins Caufield & Byers,735
2073,Softbank Corp.,735
2074,Sherpalo Ventures,735
2075,Silver Lake Partners,736
2076,General Atlantic,736
2077,Banyan Capital,737
2078,New Horizon Capital,737
2079,IDG Capital Partners,737
2080,5Y Capital,738
2081,Matrix Partners China,738
2082,K2VC,738
2083,Woodford Investment Management,739
2084,IDG Capital,740
2085,Northern Light Venture Capital,740
2086,DCM Ventures,740
2087,Accel Partners,741
2088,Comcast Ventures,741
2089,General Atlantic,741
2090,Sequoia Capital China,742
2091,ZhenFund,742
2092,K2 Ventures,742
2093,KKR,743
2094,Alibaba Group,743
2095,Ping An Insurance,743
2096,SAIF Partners China,744
2097,Baidu,744
2098,IDG Capital,744
2099,China Minsheng Investment,745
2100,Baidu,745
2101,Wanxin Media,745
2102,QiMing Venture Partners,746
2103,Temasek Holdings,746
2104,Silverlink Capital,746
2105,Hinduja Group,747
2106,Tencent,748
2107,Vcanbio,748
2108,Goldman Sachs,749
2109,Insights Venture Partners,749
2110,Pritzker Group Venture Capital,749
2111,Berkshire Partners,750
2112,Norwest Venture Partners,750
2113,Sequoia Capital China,751
2114,SIG Asia Investments,751
2115,ZhenFund,751
2116,58.com,752
2117,Tencent Holdings,752
2118,Warburg Pincus,753
2119,Summit Partners,753
2120,Sands Capital,753
2121,K2 Ventures,754
2122,Matrix Partners China,754
2123,IDG Capital,754
2124,Standard Chartered,755
2125,FinSight Ventures,755
2126,Affirma Capital,755
2127,Blue Label Telecoms,756
2128,Net1 UEPS Technologies,756
2129,Co-Energy Finance,757
2130,Grandland,757
2131,K2 Global,758
2132,500 Startups,758
2133,None,759
2134,Morningside Venture Capital,760
2135,IDG Capital,760
2136,DCM Ventures,760
2137,Tencent Holdings,761
2138,DCM Ventures,761
2139,R-Z Capital,762
2140,Green Pine Capital Partners,762
2141,SAIF Partners China,762
2142,Ginko Ventures,763
2143,Fosun RZ Capital,764
2144,Oceanwide Holdings,764
2145,Shenzhen Qianhe Capital Management Co.,764
2146,V Star Capital,765
2147,GF Xinde Investment Management Co.,765
2148,Haitong Leading Capital Management,765
2149,China Investment Corporation,766
2150,New Enterprise Associates,766
2151,Silicon Valley Bank,767
2152,QED Investors,767
2153,European Founders Fund,767
2154,Innova Capital - FIP,768
2155,3G Capital Management,768
2156,Prosus Ventures,768
2157,One Luxury Group,769
2158,Eurazeo,769
2159,Qiming Venture Partners,770
2160,China Broadband Capital,770
2161,CDH Investments,770
2162,Prometheus Capital,771
2163,Matrix Partners China,771
2164,JD Capital Management,771
2165,Yunfeng Capital,772
2166,SDIC Innovation Investment Management,772
2167,Shang Qi Capital,772
2168,Sinovation Ventures,774
2169,Tencent Holdings,774
2170,Sequoia Capital China,774
2171,U.S.-China Green Fund,775
2172,Founder H Fund,775
2173,Richland Equities,775
2174,Lakestar,776
2175,Battery Ventures,776
2176,New Enterprise Associates,776
2177,China Everbright Limited,777
2178,IDG Capital,777
2179,iFLYTEK,777
2180,Georgian Co-Investment Fund,778
2181,iTech Capital,778
2182,Galaxy Digital,778
2183,Movile,779
2184,Just Eat,779
2185,Naspers,779
2186,Volcanics Ventures,780
2187,Vertex Ventures China,780
2188,Warburg Pincus,780
2189,Target Global,781
2190,UBS Asset Management,781
2191,Mubadala Capital,781
2192,SoftBank Group,782
2193,Astanor Ventures,783
2194,Upfront Ventures,783
2195,IDInvest Partners,783
2196,BOC International,784
2197,TopoScend Capital,784
2198,Hongxiu VC,784
2199,JAFCO Co,785
2200,Bitmain Technologies,785
2201,IDG Capital,785
2202,DST Global,786
2203,Sequoia Capital China,786
2204,Gaorong Capital,786
2205,Trinity Ventures,787
2206,Fifth Wall Ventures,787
2207,OpenView Venture Partners,787
2208,China Prosperity Capital,788
2209,TAL Education Group,789
2210,Legend Star,789
2211,Alibaba Group,789
2212,SBI Investment Korea,790
2213,Partners Investment,790
2214,GIC,790
2215,Aglae Ventures,791
2216,Global Founders Capital,791
2217,Alven Capital,791
2218,American Express Ventures,792
2219,Goldman Sachs,792
2220,Bain Capital Credit,792
2221,Koch Disruptive Technologies,793
2222,Teamworthy Ventures,793
2223,GGV Capital,793
2224,Union Square Ventures,794
2225,Summerhill Venture Partners,794
2226,Mithril Capital Management,794
2227,FTV Capital,795
2228,Endeavor,795
2229,Matrix Partners China,796
2230,Bright Venture Capita,796
2231,Shenzhen Capital Group,796
2232,Jackson Square Ventures,797
2233,Greenoaks Capital Management,797
2234,Softbank Group,797
2235,Technology Crossover Ventures,798
2236,Alkeon Capital Management,798
2237,General Atlantic,798
2238,OLX Group,799
2239,KCK Group,799
2240,EXOR Seeds,799
2241,Union Square Ventures,800
2242,Altos Ventures,800
2243,Costanoa Ventures,800
2244,Lightspeed Venture Partners,801
2245,Data Collective,801
2246,8VC,801
2247,JOY Capital,802
2248,NIO Capital,802
2249,Blueflame Capital,802
2250,One Equity Partners,803
2251,Novator Partners,804
2252,True,804
2253,Causeway Media Partners,804
2254,Sozo Ventures,805
2255,Caffeinated Capital,805
2256,Sequoia Capital,805
2257,MMC Ventures,806
2258,BGF Ventures,806
2259,Unilever Ventures,806
2260,WRVI Capital,807
2261,Caffeinated Capital,807
2262,Y Combinator,807
2263,8VC,808
2264,Menlo Ventures,808
2265,Tiger Global Management,808
2266,Insight Partners,809
2267,Bain Capital Ventures,809
2268,IDG Capital,810
2269,Francisco Partners,810
2270,ZhenFund,810
2271,Flybridge Capital Partners,811
2272,SoftBank Group,811
2273,Monashees+,811
2274,Wellington Management,812
2275,Eurazeo,812
2276,Citi Ventures,812
2277,Storm Ventures,813
2278,DFJ DragonFund,813
2279,New Enterprise Associates,813
2280,Bessemer Venture Partners,814
2281,Pitango Venture Capital,814
2282,D1 Capital Partners,814
2283,SCB 10X,815
2284,Krungsri Finnovate,815
2285,eWTP Capital,815
2286,C5 Capital,816
2287,Hemisphere Ventures,816
2288,The Venture Collective,816
2289,Scale Venture Partners,817
2290,Bond,817
2291,Tiger Global Management,817
2292,CRV,818
2293,Y Combinator,818
2294,Initialized Capital,818
2295,New Enterprise Associates,819
2296,Accel,819
2297,Bond,819
2298,Bojiang Capital,820
2299,Hongdao Capital,820
2300,Mobai Capital,820
2301,Andreessen Horowitz,821
2302,Andreessen Horowitz,821
2303,Institutional Venture Partners,821
2304,Accel,821
2305,Owl Ventures,822
2306,Technology Crossover Ventures,822
2307,Tao Capital Partners,822
2308,TLV Partners,823
2309,Lightspeed Venture Partners,823
2310,M12,823
2311,None,824
2312,"B Capital Group,",825
2313,GE Ventures,825
2314,McKesson Ventures,825
2315,GreatPoint Ventures,826
2316,Tiger Global Management,826
2317,Menlo Ventures,826
2318,Global Founders Capital,827
2319,Shea Ventures,827
2320,Greycroft,827
2321,Matrix Partners China,828
2322,Sequoia Capital China,828
2323,Hundreds Capital,828
2324,Lightspeed Venture Partners,829
2325,Kleiner Perkins Caufield & Byers,829
2326,Origin Ventures,829
2327,Greycroft,830
2328,Loeb.NYC,830
2329,DST Global,830
2330,Silverton Partners,831
2331,Accel,831
2332,Ballast Point Ventures,831
2333,American Family Ventures,832
2334,Cox Enterprises,832
2335,OMERS Ventures,832
2336,TDK Ventures,833
2337,Social Capital,833
2338,D1 Capital Partners,833
2339,Bertelsmann Asia Investments,834
2340,Sequoia Capital China,834
2341,NIO Capital,834
2342,Pantera Capital,835
2343,Cadenza Ventures,835
2344,BlockTower Capital,835
2345,Union Square Ventures,836
2346,Insight Partners,836
2347,Spark Capital,836
2348,Smilegate Investment,837
2349,DSC Investments,837
2350,KTB Ventures,837
2351,Accel,838
2352,Cobalt Capital,838
2353,Andreessen Horowitz,838
2354,Eastern Bell Capital,839
2355,Danhua Capital,839
2356,MSA Capital,839
2357,XBTO Ventures,840
2358,Raven One Ventures,840
2359,SK Ventures,840
2360,Norwest Venture Partners,841
2361,Hillsven Capital,841
2362,Aleph,841
2363,Griffin Gaming Partners,842
2364,Andreessen Horowitz,842
2365,Battery Ventures,842
2366,Eclipse Ventures,843
2367,Fidelity Investments,843
2368,Moore Capital Management,843
2369,Xingwang Investment Management,844
2370,China Capital Investment Group,844
2371,Matrix Partners China,844
2372,Iris Capital,845
2373,Accel,845
2374,Elaia Partners,845
2375,Helion Venture Partners,846
2376,Bain Capital Tech Opportunities,846
2377,Sequoia Capital India,846
2378,Sequoia Capital,847
2379,Founders Fund,847
2380,Bling Capital,847
2381,Bregal Sagemount,848
2382,Version One Ventures,849
2383,Uncork Capital,849
2384,Bessemer Venture Partners,849
2385,Northzone Ventures,850
2386,Maveron,850
2387,Johnson & Johnson Innovation,850
2388,Optum Ventures,851
2389,Qiming Venture Partners,851
2390,Transformation Capital,851
2391,Delian Capital,852
2392,China International Capital Corporation,852
2393,Sequoia Capital China,852
2394,None,853
2395,Insight Partners,854
2396,Ignition Partners,854
2397,Georgian Partners,854
2398,Salesforce Ventures,855
2399,next47,855
2400,Pereg Ventures,855
2401,Bessemer Venture Partners,856
2402,MoreVC,856
2403,Team8,856
2404,Genesis Partners,857
2405,Aleph,857
2406,Insight Partners,857
2407,Balderton Capital,858
2408,Next World Capital,858
2409,Draper Esprit,858
2410,Javelin Venture Partners,859
2411,TTV Capital,859
2412,Peterson Ventures,859
2413,Advance Venture Partners,860
2414,Susquehanna Growth Equity,860
2415,Lupa Systems,860
2416,Foundation Capital,861
2417,	Summit Partners,861
2418,Adams Street Partners,861
2419,"Hyde Park Venture Partners,	FundersClub. Bain Capital Ventures",862
2420,Tiger Global Management,863
2421,Sequoia Capital India,863
2422,SoftBank Group,863
2423,CE-Ventures,864
2424,BECO Capital,864
2425,Nordstar,864
2426,None,865
2427,General Catalyst,866
2428,Future Ventures,866
2429,AU21,866
2430,SEED Capital,867
2431,Greyhound Capital,867
2432,Socii Capital,867
2433,Madrona Venture Group,868
2434,Tiger Global Management,868
2435,Madera Technology Partners,868
2436,Index Ventures,869
2437,Sequoia Capital,869
2438,General Catalyst,869
2439,Foundry Group,870
2440,Scale Venture Partners,870
2441,SoftBank Group,870
2442,NetEase Capital,871
2443,Northern Light Venture Capital,871
2444,Microsoft,871
2445,Y Combinator,872
2446,M12,872
2447,SEEK,872
2448,Kleiner Perkins Caufield & Byers,873
2449,NightDragon Security,873
2450,Venrock,873
2451,Accel,874
2452,Sands Capital,874
2453,International Finance Corporation,874
2454,None,875
2455,Big Bets,876
2456,General Atlantic,876
2457,SOFTBANK Latin America Ventures,876
2458,Wing Venture Capital,877
2459,Slow Ventures,877
2460,Uncork Capital,877
2461,FirstMark Capital,878
2462,Georgian Partners,878
2463,Norwest Venture Partners,878
2464,Accomplice,879
2465,Oak Investment Partners,879
2466,Georgian Partners,879
2467,Greylock Partners,880
2468,Google Ventures,880
2469,BlackRock,880
2470,Greylock Partners,881
2471,Google Ventures,881
2472,BlackRock,881
2473,Female Founders Fund,882
2474,Oak HC/FT Partners,882
2475,Sequoia Capital,882
2476,Qualcomm Ventures,883
2477,Woori Investment,883
2478,Hanwha Investment & Securities,883
2479,Andreessen Horowitz,884
2480,Homebrew,884
2481,Point72 Ventures,884
2482,Goldman Sachs Asset Management,885
2483,SDP Investment,885
2484,Alibaba Group,885
2485,None,886
2486,Ardian,887
2487,Bain Capital,887
2488,Hillhouse Capital Management,888
2489,Sequoia Capital China,888
2490,Linear Venture,888
2491,GGV Capital,889
2492,BlackRock,889
2493,ACE & Company,889
2494,Anthemis,890
2495,Connect Ventures,890
2496,Northzone Ventures,890
2497,Advent International,891
2498,PSG,891
2499,Providence Equity Partners,891
2500,Rembrandt Venture Partners,892
2501,M12,892
2502,Altos Ventures,892
2503,Yunqi Partners,893
2504,SoftBank Group,893
2505,iVision Ventures,893
2506,Tencent Holdings,894
2507,Hillhouse Capital Management,894
2508,None,895
2509,Accel,896
2510,Tiger Global Management,896
2511,Omidyar Network,896
2512,Sequoia Capital,897
2513,Thrive Capital,897
2514,Sound Ventures,897
2515,Softbank Ventures Asia,898
2516,Alpha JWC Ventures,898
2517,Insignia Ventures Partners,898
2518,3one4 Capital Partners,899
2519,Bertelsmann India Investments,899
2520,Vertex Ventures SE Asia,899
2521,Left Lane Capital,900
2522,Galaxy Interactive,900
2523,Tru Arrow Partners,900
2524,Greylock Partners,901
2525,Lux Capital,901
2526,General Atlantic,901
2527,True Ventures,902
2528,Altimeter Capital,902
2529,Redpoint Ventures,902
2530,Index Ventures,903
2531,IDInvest Partners,903
2532,Daphni,903
2533,Sequoia Capital India,904
2534,The Times Group,904
2535,GMO VenturePartners,904
2536,IAG Capital Partners,905
2537,Augmentum Fintech,905
2538,Northzone Ventures,905
2539,Vitruvian Partners,906
2540,Merieux Equity Partners,906
2541,Straumann,906
2542,Valor Capital Group,907
2543,Lightrock,907
2544,Softbank Group,907
2545,Innovation Endeavors,908
2546,Aleph,908
2547,Temasek,908
2548,Lerer Hippeau,909
2549,Munich Re Ventures,909
2550,Eclipse Ventures,909
2551,GGV Capital,910
2552,GSR Ventures,910
2553,FreesFund,910
2554,Sequoia Capital China,911
2555,Linear Venture,911
2556,Hearst Ventures,911
2557,FTV Capital,912
2558,Global Founders Capital,913
2559,468 Capital,913
2560,Redalpine Venture Partners,913
2561,Insight Partners,914
2562,AltaIR Capital,914
2563,Norma Investments,914
2564,Acero Capital,915
2565,General Catalyst,915
2566,M12,915
2567,Equal Ventures,916
2568,Uncork Capital,916
2569,Andreessen Horowitz,916
2570,BlueRun Ventures,917
2571,Grand Flight Investment,917
2572,Meituan Dianping,917
2573,Accel,918
2574,Falcon Edge Capital,918
2575,Norwest Venture Partners,918
2576,"Khosla Ventures,General Catalyst",919
2577,Victory Park Capital,919
2578,Goldman Sachs Asset Management,920
2579,3L,920
2580,Google Ventures,921
2581,Cathay Innovation,921
2582,NJF Capital,921
2583,Paladin Capital Group,922
2584,Greycroft,922
2585,Scale Venture Partners,922
2586,General Atlantic,923
2587,Elevation Capital,923
2588,BEENEXT,923
2589,Gunosy Capital,924
2590,Blume Ventures,924
2591,Das Capital,924
2592,British Patient Capital,925
2593,SEB Venture Capital,925
2594,IQ Capital,925
2595,Khosla Ventures,926
2596,General Catalyst,926
2597,Navitas Capital,926
2598,RRE Ventures+,927
2599,Highland Capital Partners,927
2600,The Carlyle Group,927
2601,Andreessen Horowitz,928
2602,Intel Capital,928
2603,Foundation Capital,928
2604,Advent International,929
2605,Bain Capital Ventures,929
2606,Silversmith Capital Partners,929
2607,KKR,930
2608,FTV Capital,930
2609,Ten Eleven Ventures,930
2610,Prysm Capital,931
2611,Baillie Gifford & Co.,931
2612,TDM Growth Partners,931
2613,Danone Manifesto Ventures,932
2614,1955 Capital,932
2615,Breakthrough Energy Ventures,932
2616,NewAlpha,933
2617,XAnge Private Equity,933
2618,Tencent Holdings,933
2619,Cherry Ventures,934
2620,Felix Capital,934
2621,83North,934
2622,Andreessen Horowitz,935
2623,Triangle Peak Partners,935
2624,Ignition Partners,935
2625,Thrive Capital,936
2626,General Catalyst,936
2627,Coatue Management,936
2628,Insight Partners,937
2629,Lightspeed Venture Partners,937
2630,CyberStarts,937
2631,Alpargatas,938
2632,GS Growth,938
2633,Lightspeed Venture Partners,938
2634,Cowboy Ventures,939
2635,Leaders Fund,939
2636,GGV Capital,939
2637,Vostok New Ventures,940
2638,The Raine Group,940
2639,Balderton Capital,940
2640,Qualcomm Ventures,941
2641,Nine Intelligence Capital,941
2642,Hillhouse Capital Management,941
2643,Horizons Ventures,942
2644,Sequoia Capital India,942
2645,Alpha JWC Ventures,942
2646,Atomico,943
2647,Hanaco Venture Capital,943
2648,TriplePoint Capital,943
2649,None,944
2650,TPG Capital,945
2651,Apax Partners,945
2652,TA Associates,945
2653,Vista Equity Partners,946
2654,Warburg Pincus,946
2655,First Ascent Ventures,946
2656,Franklin Templeton,947
2657,Motive Partners. Apollo Global Management,947
2658,Fifth Wall Ventures,948
2659,JBV Capital,948
2660,Array Ventures,948
2661,AWZ Ventures,949
2662,Blackstone,949
2663,Insight Partners,949
2664,Lightspeed India Partners,950
2665,Sequoia Capital India,950
2666,Endiya Partners,950
2667,General Catalyst,951
2668,Nexus Venture Partners,951
2669,Dell Technologies Capital,951
2670,Accel,952
2671,14W,952
2672,GS Growth,952
2673,Next Play Ventures,953
2674,Zeal Capital Partners,953
2675,SoftBank Group,953
2676,QED Investors,954
2677,DST Global,954
2678,Endeavor,954
2679,Multicoin Capital,955
2680,Coatue Management,955
2681,Dragonfly Capital Partners,955
2682,Atomico,956
2683,NGP Capital,956
2684,Google Ventures,956
2685,Earlybird Venture Capital,957
2686,Eleven Ventures,957
2687,QED Investors,957
2688,Lemniscap VC,958
2689,North Island Ventures,958
2690,Polychain Capital,958
2691,Battery Ventures,959
2692,Tiger Global Management,959
2693,Hanaco Ventures,959
2694,Nexus Venture Partners,960
2695,Vertex Ventures,960
2696,STRIVE,960
2697,New Enterprise Associates,961
2698,Benchmark,961
2699,Two Sigma Ventures,961
2700,Fasanara Capital,962
2701,Tiger Global Management,962
2702,Baleen Capital,962
2703,U.S. Venture Partners,963
2704,dRx Capital,963
2705,Andreessen Horowitz,963
2706,8VC,964
2707,Liberty Strategic Capital,964
2708,Eden Global Partners,964
2709,Zeev Ventures,965
2710,Bond,965
2711,Fifth Wall Ventures,965
2712,Tencent Holdings,967
2713,Hillhouse Capital Management,967
2714,Yunfeng Capital,967
2715,Accel,968
2716,Northzone Ventures,968
2717,Institutional Venture Partners,968
2718,Sequoia Capital China,969
2719,SIG Asia Investments,969
2720,Sina Weibo,969
2721,Softbank Group,969
2722,Founders Fund,970
2723,Draper Fisher Jurvetson,970
2724,Rothenberg Ventures,970
2725,Khosla Ventures,971
2726,LowercaseCapital,971
2727,capitalG,971
2728,Institutional Venture Partners,972
2729,Sequoia Capital,972
2730,General Atlantic,972
2731,Tencent Holdings,973
2733,Smash Ventures,973
2734,Sequoia Capital China,974
2735,Blackbird Ventures,974
2736,Matrix Partners,974
2737,Tiger Global Management,975
2738,Insight Partners,975
2739,DST Global,975
2740,BOLDstart Ventures,976
2741,Google Ventures,976
2742,Accel,976
2743,Volkswagen Group,977
2744,Ford Autonomous Vehicles,977
2745,Accel Partners,978
2746,SoftBank Group,978
2747,Sequoia Capital,978
2748,China Grand Prosperity Investment,979
2749,Silk Road Huacheng,979
2750,Oriza Equity Investment,979
2751,Sequoia Capital,980
2752,Tiger Global Management,981
2753,DST Global,981
2754,Sequoia Capital India,981
2755,Sequoia Capital,982
2756,Bessemer Venture Partners,982
2757,Threshold Ventures,982
2758,Andreessen Horowitz,983
2759,TQ Ventures,983
2760,Liberty City Ventures,984
2761,RRE Ventures,984
2762,Mithril Capital Management,984
2763,Sequoia Capital China,985
2764,Matrix Partners China,985
2765,58.com,985
2766,Andreessen Horowitz,986
2767,Kleiner Perkins Caufield & Byers,986
2768,EQT Ventures,986
2769,K2VC,987
2770,Lightspeed China Partners,987
2771,Sky9 Capital,987
2772,Menlo Ventures,988
2773,Alkeon Capital Management,988
2774,Citi Ventures,988
2775,Stripe,989
2776,Founders Fund,989
2777,Partech Partners,989
2778,Cybernaut Growth Fund,990
2779,IDG Capital,990
2780,"Alibaba Group,Co-Stone Venture Capital",991
2781,Buhuo Venture Capital,991
2782,Trustbridge Partners,992
2783,IDG Capital,992
2784,Sequoia Capital China,992
2785,Accel India,993
2786,SAIF Partners,993
2787,Norwest Venture Partners,993
2788,MindWorks Ventures,994
2789,Shunwei Capital Partners,994
2790,Xiang He Capital,994
2791,Index Ventures,995
2792,Greylock Partners,995
2793,Kleiner Perkins Caufield & Byers,995
2794,China Culture Industrial Investment Fund,996
2795,We Capital,996
2796,China Minsheng Investment Group,996
2797,NFX,997
2798,Plum Alley,997
2799,Mayfield,997
2800,QF Capital,998
2801,QC Capital,998
2802,Unicom Innovation Venture Capital,998
2803,Matrix Partners China,999
2804,Ventech China,999
2805,Shunwei Capital Partners,999
2806,Sequoia Capital China,1000
2807,InnoVision Capital,1000
2808,Qianhai Fund of Funds,1000
2809,Investment Corporation of Dubai,1001
2810,Centralway,1001
2811,Bain Capital,1002
2812,Altos Ventures,1002
2813,Songhyun Investment,1002
2814,Yinhong Equity Investment Fund,1003
2815,E Fund,1003
2816,Ideal International,1003
2817,Invus Group,1005
2818,Hanaco Venture Capital,1005
2819,WestCap Group,1005
2820,None,1006
2821,Bain Capital,1007
2822,Sequoia Capital,1008
2823,DCM Ventures,1008
2824,Insight Partners,1008
2825,Accomplice,1009
2826,Juxtapose,1009
2827,FirstMark Capital,1009
2828,Index Ventures,1010
2829,Benchmark,1010
2830,Thrive Capital,1010
2831,Kleiner Perkins Caufield & Byers,1011
2832,Sequoia Capital,1011
2833,General Catalyst Partners,1012
2834,Google Ventures,1012
2835,Kleiner Perkins Caufield & Byers,1012
2836,Y Combinator,1013
2837,Sequoia Capital,1013
2838,Coatue Management,1013
2839,DJF,1014
2840,Salesforce Ventures,1014
2841,Storm Ventures,1014
2842,Index Ventures,1015
2843,Draft Ventures,1015
2844,Felicis Ventures,1015
2845,Upper90,1016
2846,RiverPark Ventures,1016
2847,Advent International,1016
2848,Ribbit Capital,1017
2849,capitalG,1017
2850,Softbank Group,1017
2851,KKR,1018
2852,ES Ventures,1018
2853,North Bridge Growth Equity,1018
2854,Bessemer Venture Partners,1019
2855,ICONIQ Capital,1019
2856,Battery Ventures,1019
2857,Sequoia Capital China,1020
2858,Tencent Investment,1020
2859,BA Capital,1020
2860,Redalpine Venture Partners,1021
2861,Earlybird Venture Capital,1021
2862,Valar Ventures,1021
2863,Summit Partners,1022
2864,Accel,1022
2865,Astral Capital,1022
2866,Vattenfall,1023
2867,Volkswagen Group,1023
2868,Goldman Sachs,1023
2869,Andreessen Horowitz,1024
2870,Nor-Cal Invest,1024
2871,TPG Growth,1024
2872,Sequoia Capital China,1025
2873,GX Capital,1025
2874,Alibaba Pictures Group,1026
2875,None,1027
2876,Thrive Capital,1028
2877,Durable Capital Partners,1028
2878,G Squared,1028
2879,DST Global,1029
2880,General Catalyst,1029
2881,Monashees+,1029
2882,Rubicon Technology Partners,1030
2883,Max Ventures,1030
2884,Inclusive Capital Partners,1030
2885,Greylock Partners,1031
2886,General Catalyst,1031
2887,Khosla Ventures,1031
2888,Summit Partners,1032
2889,Qatar Holding,1032
2890,Undisclosed,1033
2891,Dark Horse Technology Group,1034
2892,Hopu Investment Management,1034
2893,Kefa Capital,1034
2894,CreditEase Fintech Investment Fund,1035
2895,BMW i Ventures,1035
2896,SoftBank Group,1035
2897,Index Ventures,1036
2898,Sequoia Capital,1036
2899,Bezos Expeditions,1036
2900,General Catalyst,1037
2901,Bling Capital,1037
2902,Felicis Ventures,1037
